ship,port,status,arrivalDate,arrivalTime,departureDate,departureTime,guestCount,crewCount
Le Lapérouse,Dunedin,ON SCHEDULE,17/02/2020,10:00:00,17/02/2020,19:00:00,184,124
Azamara Journey,Fiordland,CANCELLED,17/02/2020,08:00:00,17/02/2020,18:00:00,684,407
Azamara Journey,Kaikoura,ON SCHEDULE,17/02/2020,,17/02/2020,,684,407
MV Seabourn Encore,Nelson,ON SCHEDULE,17/02/2020,08:00:00,17/02/2020,18:00:00,600,416
MS Europa,Picton,ON SCHEDULE,17/02/2020,08:00:00,17/02/2020,18:00:00,408,290
MS Astor,Tauranga,ON SCHEDULE,17/02/2020,08:00:00,17/02/2020,18:00:00,474,300
MS Noordam,Wellington,ON SCHEDULE,17/02/2020,08:00:00,17/02/2020,19:00:00,1972,820
Ruby Princess,Wellington,ON SCHEDULE,17/02/2020,08:00:00,17/02/2020,18:00:00,3034,1174
MS Noordam,Akaroa,ON SCHEDULE,18/02/2020,08:00:00,18/02/2020,19:00:00,1972,820
Crystal Serenity,Auckland,ON SCHEDULE,18/02/2020,08:00:00,19/02/2020,18:00:00,980,655
Celebrity Solstice,Bay Of Islands,ON SCHEDULE,18/02/2020,08:00:00,18/02/2020,17:00:00,2850,1250
MS Regatta,Bay Of Islands,ON SCHEDULE,18/02/2020,08:00:00,18/02/2020,18:00:00,650,375
Le Lapérouse,Fiordland,ON SCHEDULE,18/02/2020,13:00:00,19/02/2020,13:00:00,184,124
MS Europa,Kaiteriteri,ON SCHEDULE,18/02/2020,07:00:00,18/02/2020,09:00:00,408,290
Ruby Princess,Napier,ON SCHEDULE,18/02/2020,07:00:00,18/02/2020,14:00:00,3034,1174
MS Europa,Nelson,ON SCHEDULE,18/02/2020,11:00:00,18/02/2020,18:00:00,408,290
Azamara Journey,New Plymouth,ON SCHEDULE,18/02/2020,11:00:00,18/02/2020,22:00:00,684,407
MV Columbus,Tauranga,ON SCHEDULE,18/02/2020,05:45:00,18/02/2020,21:30:00,1550,700
Golden Princess,Wellington,ON SCHEDULE,18/02/2020,07:00:00,18/02/2020,16:00:00,2636,1073
MV Seabourn Encore,Wellington,ON SCHEDULE,18/02/2020,08:00:00,18/02/2020,18:00:00,600,416
MV Columbus,Auckland,ON SCHEDULE,19/02/2020,07:00:00,19/02/2020,22:00:00,1550,700
MS Noordam,Dunedin,ON SCHEDULE,19/02/2020,08:00:00,19/02/2020,19:00:00,1972,820
MS Astor,Lyttelton,ON SCHEDULE,19/02/2020,12:30:00,19/02/2020,20:00:00,474,300
Golden Princess,Napier,ON SCHEDULE,19/02/2020,07:00:00,19/02/2020,14:00:00,2636,1073
Celebrity Solstice,Tauranga,ON SCHEDULE,19/02/2020,08:00:00,19/02/2020,18:00:00,2850,1250
Ruby Princess,Tauranga,ON SCHEDULE,19/02/2020,06:45:00,19/02/2020,17:45:00,3034,1174
MS Europa,Wellington,ON SCHEDULE,19/02/2020,07:00:00,19/02/2020,17:00:00,408,290
Ruby Princess,Auckland,ON SCHEDULE,20/02/2020,07:00:00,20/02/2020,18:00:00,3034,1174
MS Europa,Napier,ON SCHEDULE,20/02/2020,08:00:00,20/02/2020,19:00:00,408,290
Crystal Serenity,Tauranga,ON SCHEDULE,20/02/2020,06:15:00,20/02/2020,23:15:00,980,655
Golden Princess,Tauranga,ON SCHEDULE,20/02/2020,06:15:00,20/02/2020,18:45:00,2636,1073
MV Seabourn Encore,Waiheke,ON SCHEDULE,20/02/2020,08:00:00,20/02/2020,18:00:00,600,416
Celebrity Solstice,Akaroa,ON SCHEDULE,21/02/2020,08:00:00,21/02/2020,19:00:00,2850,1250
Golden Princess,Auckland,ON SCHEDULE,21/02/2020,07:00:00,21/02/2020,14:00:00,2636,1073
MV Seabourn Encore,Auckland,ON SCHEDULE,21/02/2020,06:00:00,21/02/2020,17:00:00,600,416
Ruby Princess,Bay Of Islands,ON SCHEDULE,21/02/2020,07:00:00,21/02/2020,17:00:00,3034,1174
Crystal Serenity,Napier,ON SCHEDULE,21/02/2020,18:00:00,22/02/2020,18:00:00,980,655
Le Lapérouse,Picton,ON SCHEDULE,21/02/2020,11:30:00,21/02/2020,23:59:00,184,124
MS Europa,Tauranga,ON SCHEDULE,21/02/2020,18:00:00,22/02/2020,18:30:00,408,290
MV Columbus,Wellington,ON SCHEDULE,21/02/2020,07:00:00,21/02/2020,23:00:00,1550,700
Seven Seas Mariner,Auckland,ON SCHEDULE,22/02/2020,13:00:00,23/02/2020,19:00:00,700,445
Celebrity Solstice,Dunedin,ON SCHEDULE,22/02/2020,07:30:00,22/02/2020,17:00:00,2850,1250
MS Maasdam,Fiordland,ON SCHEDULE,22/02/2020,07:00:00,22/02/2020,10:00:00,1258,580
Norwegian Jewel,Fiordland,ON SCHEDULE,22/02/2020,09:00:00,22/02/2020,18:30:00,2376,1100
MV Seabourn Encore,Tauranga,ON SCHEDULE,22/02/2020,08:00:00,22/02/2020,19:00:00,600,416
Le Lapérouse,Wellington,ON SCHEDULE,22/02/2020,07:30:00,22/02/2020,16:00:00,184,124
MS Europa,Auckland,ON SCHEDULE,23/02/2020,06:00:00,23/02/2020,21:00:00,408,290
Norwegian Jewel,Dunedin,ON SCHEDULE,23/02/2020,09:00:00,23/02/2020,19:00:00,2376,1100
Celebrity Solstice,Fiordland,ON SCHEDULE,23/02/2020,08:00:00,23/02/2020,18:00:00,2850,1250
Le Lapérouse,Lyttelton,ON SCHEDULE,23/02/2020,08:00:00,23/02/2020,18:00:00,184,124
MS Maasdam,Stewart Island,ON SCHEDULE,23/02/2020,08:00:00,23/02/2020,17:00:00,1258,580
Crystal Serenity,Wellington,ON SCHEDULE,23/02/2020,08:00:00,23/02/2020,23:00:00,980,655
Norwegian Jewel,Akaroa,ON SCHEDULE,24/02/2020,08:00:00,24/02/2020,18:00:00,2376,1100
MS Europa,Bay Of Islands,ON SCHEDULE,24/02/2020,08:00:00,24/02/2020,18:00:00,408,290
Le Lapérouse,Dunedin,ON SCHEDULE,24/02/2020,10:00:00,24/02/2020,19:00:00,184,124
MS Maasdam,Dunedin,ON SCHEDULE,24/02/2020,08:00:00,24/02/2020,17:00:00,1258,580
MS Bremen,NZ Sub Antarctic,ON SCHEDULE,24/02/2020,07:00:00,02/03/2020,12:00:00,164,94
Crystal Serenity,Picton,ON SCHEDULE,24/02/2020,09:00:00,24/02/2020,17:00:00,980,655
MV Seabourn Encore,Picton,ON SCHEDULE,24/02/2020,08:00:00,24/02/2020,23:00:00,600,416
Seven Seas Mariner,Tauranga,ON SCHEDULE,24/02/2020,06:00:00,24/02/2020,16:00:00,700,445
Crystal Serenity,Akaroa,ON SCHEDULE,25/02/2020,08:00:00,25/02/2020,19:00:00,980,655
MS Maasdam,Akaroa,ON SCHEDULE,25/02/2020,07:00:00,25/02/2020,18:00:00,1258,580
Le Lapérouse,Fiordland,ON SCHEDULE,25/02/2020,13:00:00,26/02/2020,13:00:00,184,124
Seven Seas Mariner,Napier,ON SCHEDULE,25/02/2020,10:00:00,25/02/2020,18:00:00,700,445
Norwegian Jewel,Wellington,ON SCHEDULE,25/02/2020,08:00:00,25/02/2020,18:00:00,2376,1100
MV Seabourn Encore,Wellington,ON SCHEDULE,25/02/2020,08:00:00,25/02/2020,18:00:00,600,416
MV Seabourn Encore,Akaroa,ON SCHEDULE,26/02/2020,08:00:00,26/02/2020,17:00:00,600,416
Crystal Serenity,Dunedin,ON SCHEDULE,26/02/2020,08:00:00,26/02/2020,18:00:00,980,655
Azamara Journey,Fiordland,ON SCHEDULE,26/02/2020,10:00:00,26/02/2020,16:00:00,684,407
Costa Deliziosa,Tauranga,ON SCHEDULE,26/02/2020,08:00:00,26/02/2020,20:00:00,2260,908
MS Maasdam,Wellington,ON SCHEDULE,26/02/2020,09:00:00,26/02/2020,18:00:00,1258,580
Seven Seas Mariner,Wellington,ON SCHEDULE,26/02/2020,09:00:00,26/02/2020,17:00:00,700,445
Costa Deliziosa,Auckland,ON SCHEDULE,27/02/2020,07:00:00,27/02/2020,21:00:00,2260,908
Ruby Princess,Bay Of Islands,ON SCHEDULE,27/02/2020,09:00:00,27/02/2020,18:00:00,3034,1174
MV Seabourn Encore,Dunedin,ON SCHEDULE,27/02/2020,08:00:00,27/02/2020,18:00:00,600,416
Crystal Serenity,Fiordland,ON SCHEDULE,27/02/2020,08:00:00,27/02/2020,16:00:00,980,655
Sea Princess,Fiordland,ON SCHEDULE,27/02/2020,07:00:00,27/02/2020,16:00:00,2016,839
MS Maasdam,Napier,ON SCHEDULE,27/02/2020,08:00:00,27/02/2020,14:00:00,1258,580
Azamara Journey,Dunedin,ON SCHEDULE,27/02/2020,01:00:00,28/02/2020,20:00:00,684,407
Ruby Princess,Auckland,ON SCHEDULE,28/02/2020,07:00:00,28/02/2020,18:00:00,3034,1174
Sea Princess,Dunedin,ON SCHEDULE,28/02/2020,08:00:00,28/02/2020,18:00:00,2016,839
Le Lapérouse,Picton,ON SCHEDULE,28/02/2020,11:30:00,28/02/2020,23:59:00,184,124
MV Seabourn Encore,Stewart Island,ON SCHEDULE,28/02/2020,08:00:00,28/02/2020,17:00:00,600,416
MS Maasdam,Tauranga,ON SCHEDULE,28/02/2020,08:30:00,28/02/2020,21:45:00,1258,580
Azamara Journey,Akaroa,ON SCHEDULE,29/02/2020,09:00:00,29/02/2020,20:00:00,684,407
Sea Princess,Akaroa,ON SCHEDULE,29/02/2020,08:00:00,29/02/2020,18:00:00,2016,839
Viking Orion,Dunedin,ON SCHEDULE,29/02/2020,09:00:00,29/02/2020,18:00:00,930,480
MV Seabourn Encore,Fiordland,ON SCHEDULE,29/02/2020,14:00:00,29/02/2020,19:00:00,600,416
Ruby Princess,Tauranga,ON SCHEDULE,29/02/2020,06:30:00,29/02/2020,17:45:00,3034,1174
Le Lapérouse,Wellington,ON SCHEDULE,29/02/2020,07:30:00,29/02/2020,16:00:00,184,124
MS Maasdam,Auckland,ON SCHEDULE,01/03/2020,07:00:00,01/03/2020,17:00:00,1258,580
Azamara Journey,Kaikoura,ON SCHEDULE,01/03/2020,08:00:00,01/03/2020,17:00:00,684,407
Le Lapérouse,Lyttelton,ON SCHEDULE,01/03/2020,08:00:00,01/03/2020,17:30:00,184,124
Viking Orion,Lyttelton,ON SCHEDULE,01/03/2020,08:00:00,01/03/2020,18:00:00,930,480
Ruby Princess,Napier,ON SCHEDULE,01/03/2020,10:00:00,01/03/2020,18:00:00,3034,1174
Sea Princess,Wellington,ON SCHEDULE,01/03/2020,07:00:00,01/03/2020,17:00:00,2016,839
MS Amsterdam,Auckland,ON SCHEDULE,02/03/2020,07:00:00,03/03/2020,18:00:00,1380,615
MS Maasdam,Bay Of Islands,ON SCHEDULE,02/03/2020,08:00:00,02/03/2020,17:00:00,1258,580
Sea Princess,Napier,ON SCHEDULE,02/03/2020,07:00:00,02/03/2020,14:00:00,2016,839
Azamara Journey,Picton,ON SCHEDULE,02/03/2020,08:00:00,02/03/2020,21:00:00,684,407
Le Lapérouse,Ships Cove,ON SCHEDULE,02/03/2020,08:30:00,02/03/2020,11:00:00,184,124
Voyager of the Seas,Tauranga,ON SCHEDULE,02/03/2020,07:00:00,02/03/2020,19:00:00,4000,1181
Ruby Princess,Wellington,ON SCHEDULE,02/03/2020,07:00:00,02/03/2020,17:00:00,3034,1174
Viking Orion,Wellington,ON SCHEDULE,02/03/2020,08:00:00,02/03/2020,18:00:00,930,480
Ruby Princess,Akaroa,ON SCHEDULE,03/03/2020,08:00:00,03/03/2020,18:00:00,3034,1174
Voyager of the Seas,Bay Of Islands,ON SCHEDULE,03/03/2020,08:00:00,03/03/2020,18:00:00,4000,1181
MS Bremen,Bluff,ON SCHEDULE,03/03/2020,06:00:00,03/03/2020,20:00:00,164,94
Ovation Of The Seas,Fiordland,ON SCHEDULE,03/03/2020,08:00:00,03/03/2020,18:00:00,4180,1500
Le Lapérouse,Napier,ON SCHEDULE,03/03/2020,08:00:00,04/03/2020,17:00:00,184,124
Viking Orion,Napier,ON SCHEDULE,03/03/2020,08:00:00,03/03/2020,14:00:00,930,480
Sea Princess,Tauranga,ON SCHEDULE,03/03/2020,08:30:00,03/03/2020,19:45:00,2016,839
Azamara Journey,Wellington,ON SCHEDULE,03/03/2020,08:00:00,03/03/2020,23:00:00,684,407
Sea Princess,Auckland,ON SCHEDULE,04/03/2020,07:30:00,04/03/2020,22:00:00,2016,839
MS Amsterdam,Bay Of Islands,ON SCHEDULE,04/03/2020,08:00:00,04/03/2020,16:00:00,1380,615
Ovation Of The Seas,Dunedin,CANCELLED,04/03/2020,08:00:00,04/03/2020,17:00:00,4180,1500
Ruby Princess,Dunedin,ON SCHEDULE,04/03/2020,08:00:00,04/03/2020,18:00:00,3034,1174
MS Bremen,Fiordland,ON SCHEDULE,04/03/2020,,05/03/2020,17:00:00,164,94
Azamara Journey,Napier,ON SCHEDULE,04/03/2020,14:30:00,04/03/2020,22:00:00,684,407
Viking Orion,Tauranga,ON SCHEDULE,04/03/2020,08:45:00,04/03/2020,16:45:00,930,480
Viking Orion,Auckland,ON SCHEDULE,05/03/2020,07:00:00,07/03/2020,18:00:00,930,480
Celebrity Solstice,Fiordland,ON SCHEDULE,05/03/2020,08:00:00,05/03/2020,17:00:00,2850,1250
MS Noordam,Fiordland,ON SCHEDULE,05/03/2020,08:00:00,05/03/2020,09:00:00,1972,820
Ruby Princess,Fiordland,ON SCHEDULE,05/03/2020,08:00:00,05/03/2020,17:00:00,3034,1174
Azamara Journey,Gisborne,CANCELLED,05/03/2020,08:00:00,05/03/2020,15:30:00,684,407
Ovation Of The Seas,Wellington,ON SCHEDULE,05/03/2020,12:30:00,05/03/2020,22:00:00,4180,1500
Le Lapérouse,Bay Of Islands,ON SCHEDULE,06/03/2020,07:30:00,07/03/2020,17:30:00,184,124
Celebrity Solstice,Dunedin,ON SCHEDULE,06/03/2020,09:00:00,06/03/2020,19:00:00,2850,1250
MS Noordam,Dunedin,ON SCHEDULE,06/03/2020,09:00:00,06/03/2020,18:00:00,1972,820
Seven Seas Navigator,Fiordland,ON SCHEDULE,06/03/2020,07:00:00,06/03/2020,11:00:00,500,340
MS Bremen,Stewart Island,ON SCHEDULE,06/03/2020,12:00:00,06/03/2020,18:00:00,164,94
Azamara Journey,Tauranga,ON SCHEDULE,06/03/2020,08:00:00,07/03/2020,15:00:00,684,407
Carnival Spirit,Wellington,ON SCHEDULE,06/03/2020,08:00:00,06/03/2020,17:00:00,2124,930
Celebrity Solstice,Akaroa,ON SCHEDULE,07/03/2020,08:00:00,07/03/2020,19:00:00,2850,1250
MS Noordam,Akaroa,ON SCHEDULE,07/03/2020,07:00:00,07/03/2020,18:00:00,1972,820
MSC Magnifica,Auckland,ON SCHEDULE,07/03/2020,09:00:00,07/03/2020,21:00:00,3013,1038
MS Bremen,Dunedin,ON SCHEDULE,07/03/2020,08:00:00,07/03/2020,14:00:00,164,94
Seven Seas Navigator,Dunedin,ON SCHEDULE,07/03/2020,09:00:00,07/03/2020,19:00:00,500,340
Carnival Spirit,Napier,ON SCHEDULE,07/03/2020,08:00:00,07/03/2020,17:00:00,2124,930
Ovation Of The Seas,Tauranga,ON SCHEDULE,07/03/2020,08:00:00,07/03/2020,17:00:00,4180,1500
Seven Seas Navigator,Akaroa,ON SCHEDULE,08/03/2020,08:00:00,08/03/2020,18:00:00,500,340
Le Lapérouse,Auckland,ON SCHEDULE,08/03/2020,06:30:00,08/03/2020,11:30:00,184,124
Ovation Of The Seas,Auckland,ON SCHEDULE,08/03/2020,08:00:00,08/03/2020,19:00:00,4180,1500
Azamara Journey,Bay Of Islands,ON SCHEDULE,08/03/2020,08:00:00,08/03/2020,18:00:00,684,407
Radiance Of The Seas,Fiordland,ON SCHEDULE,08/03/2020,08:00:00,08/03/2020,17:00:00,2064,858
MS Bremen,Lyttelton,ON SCHEDULE,08/03/2020,07:00:00,08/03/2020,18:00:00,164,94
Carnival Spirit,Picton,ON SCHEDULE,08/03/2020,08:00:00,08/03/2020,17:00:00,2124,930
MSC Magnifica,Tauranga,ON SCHEDULE,08/03/2020,08:00:00,08/03/2020,18:30:00,3013,1038
Viking Orion,Tauranga,ON SCHEDULE,08/03/2020,06:45:00,08/03/2020,15:45:00,930,480
MS Noordam,Wellington,ON SCHEDULE,08/03/2020,08:00:00,08/03/2020,17:00:00,1972,820
Carnival Spirit,Akaroa,ON SCHEDULE,09/03/2020,08:00:00,09/03/2020,17:00:00,2124,930
Azamara Journey,Auckland,ON SCHEDULE,09/03/2020,07:00:00,09/03/2020,17:00:00,684,407
Ovation Of The Seas,Bay Of Islands,ON SCHEDULE,09/03/2020,08:00:00,09/03/2020,17:00:00,4180,1500
Radiance Of The Seas,Dunedin,ON SCHEDULE,09/03/2020,08:00:00,09/03/2020,17:00:00,2064,858
MS Noordam,Gisborne,ON SCHEDULE,09/03/2020,10:00:00,09/03/2020,18:00:00,1972,820
MS Bremen,Kaikoura,ON SCHEDULE,09/03/2020,07:00:00,09/03/2020,14:00:00,164,94
MSC Magnifica,Napier,ON SCHEDULE,09/03/2020,10:00:00,09/03/2020,17:00:00,3013,1038
Viking Orion,Napier,ON SCHEDULE,09/03/2020,12:00:00,09/03/2020,18:00:00,930,480
Celebrity Solstice,Tauranga,ON SCHEDULE,09/03/2020,08:00:00,09/03/2020,18:00:00,2850,1250
Seven Seas Navigator,Wellington,ON SCHEDULE,09/03/2020,08:00:00,09/03/2020,17:00:00,500,340
Radiance Of The Seas,Akaroa,ON SCHEDULE,10/03/2020,08:00:00,10/03/2020,17:00:00,2064,858
Celebrity Solstice,Auckland,ON SCHEDULE,10/03/2020,06:30:00,10/03/2020,18:00:00,2850,1250
Carnival Spirit,Dunedin,ON SCHEDULE,10/03/2020,08:00:00,10/03/2020,16:00:00,2124,930
Azamara Journey,Gisborne,ON SCHEDULE,10/03/2020,08:00:00,10/03/2020,18:00:00,684,407
MS Bremen,Kaiteriteri,ON SCHEDULE,10/03/2020,07:00:00,10/03/2020,19:00:00,164,94
Seven Seas Navigator,Napier,ON SCHEDULE,10/03/2020,08:00:00,10/03/2020,16:00:00,500,340
MS Noordam,Tauranga,ON SCHEDULE,10/03/2020,09:30:00,10/03/2020,22:00:00,1972,820
MSC Magnifica,Wellington,ON SCHEDULE,10/03/2020,07:00:00,10/03/2020,14:00:00,3013,1038
Viking Orion,Wellington,ON SCHEDULE,10/03/2020,09:00:00,10/03/2020,18:00:00,930,480
Carnival Spirit,Fiordland,ON SCHEDULE,11/03/2020,14:00:00,11/03/2020,18:00:00,2124,930
MSC Magnifica,Fiordland,ON SCHEDULE,11/03/2020,15:00:00,11/03/2020,20:00:00,3013,1038
Ruby Princess,Fiordland,ON SCHEDULE,11/03/2020,07:00:00,11/03/2020,16:00:00,3034,1174
Silver Muse,Fiordland,ON SCHEDULE,11/03/2020,08:00:00,11/03/2020,17:00:00,623,417
Viking Orion,Lyttelton,ON SCHEDULE,11/03/2020,08:00:00,11/03/2020,18:00:00,930,480
Azamara Journey,Napier,ON SCHEDULE,11/03/2020,14:00:00,11/03/2020,20:00:00,684,407
MS Bremen,Ships Cove,ON SCHEDULE,11/03/2020,07:00:00,11/03/2020,17:00:00,164,94
Celebrity Solstice,Tauranga,ON SCHEDULE,11/03/2020,08:00:00,11/03/2020,18:00:00,2850,1250
Seven Seas Navigator,Tauranga,ON SCHEDULE,11/03/2020,10:15:00,11/03/2020,17:45:00,500,340
MS Bremen,Wellington,ON SCHEDULE,11/03/2020,21:00:00,13/03/2020,08:00:00,164,94
Radiance Of The Seas,Wellington,ON SCHEDULE,11/03/2020,07:00:00,11/03/2020,16:00:00,2064,858
Le Lapérouse,Auckland,ON SCHEDULE,12/03/2020,15:00:00,12/03/2020,18:00:00,184,124
MS Noordam,Auckland,ON SCHEDULE,12/03/2020,07:00:00,12/03/2020,17:00:00,1972,820
Seven Seas Navigator,Bay Of Islands,ON SCHEDULE,12/03/2020,09:00:00,12/03/2020,18:00:00,500,340
Ruby Princess,Dunedin,ON SCHEDULE,12/03/2020,08:00:00,12/03/2020,18:00:00,3034,1174
Viking Orion,Dunedin,ON SCHEDULE,12/03/2020,08:00:00,12/03/2020,18:00:00,930,480
Azamara Journey,Wellington,ON SCHEDULE,12/03/2020,13:00:00,12/03/2020,23:00:00,684,407
Ruby Princess,Akaroa,ON SCHEDULE,13/03/2020,08:00:00,13/03/2020,18:00:00,3034,1174
Seven Seas Navigator,Auckland,ON SCHEDULE,13/03/2020,06:00:00,13/03/2020,19:00:00,500,340
Silver Muse,Dunedin,ON SCHEDULE,13/03/2020,08:00:00,13/03/2020,18:00:00,623,417
Golden Princess,Fiordland,ON SCHEDULE,13/03/2020,07:00:00,13/03/2020,16:00:00,2636,1073
Azamara Journey,Picton,ON SCHEDULE,13/03/2020,07:00:00,13/03/2020,16:00:00,684,407
Celebrity Solstice,Picton,ON SCHEDULE,13/03/2020,08:00:00,13/03/2020,18:00:00,2850,1250
Le Lapérouse,Tauranga,ON SCHEDULE,13/03/2020,08:00:00,13/03/2020,18:00:00,184,124
MS Noordam,Tauranga,ON SCHEDULE,13/03/2020,07:15:00,13/03/2020,16:45:00,1972,820
Azamara Journey,Akaroa,ON SCHEDULE,14/03/2020,08:00:00,14/03/2020,19:30:00,684,407
Celebrity Solstice,Akaroa,ON SCHEDULE,14/03/2020,08:00:00,14/03/2020,19:00:00,2850,1250
Seven Seas Navigator,Bay of Islands,ON SCHEDULE,14/03/2020,08:00:00,14/03/2020,18:00:00,500,340
Golden Princess,Dunedin,ON SCHEDULE,14/03/2020,08:00:00,14/03/2020,18:00:00,2636,1073
Silver Muse,Lyttelton,ON SCHEDULE,14/03/2020,08:00:00,14/03/2020,18:00:00,623,417
MS Bremen,Napier,ON SCHEDULE,14/03/2020,07:00:00,14/03/2020,19:00:00,164,94
MS Noordam,Napier,CANCELLED,14/03/2020,12:00:00,14/03/2020,17:00:00,1972,820
Ruby Princess,Wellington,ON SCHEDULE,14/03/2020,08:00:00,14/03/2020,18:00:00,3034,1174
Golden Princess,Akaroa,CANCELLED,15/03/2020,08:00:00,15/03/2020,18:00:00,2636,1073
Ovation Of The Seas,Bay Of Islands,CANCELLED,15/03/2020,10:00:00,15/03/2020,18:00:00,4180,1500
Azamara Journey,Dunedin,ON SCHEDULE,15/03/2020,07:30:00,15/03/2020,17:00:00,684,407
Celebrity Solstice,Dunedin,ON SCHEDULE,15/03/2020,07:00:00,15/03/2020,17:00:00,2850,1250
Le Lapérouse,Napier,ON SCHEDULE,15/03/2020,08:00:00,15/03/2020,15:00:00,184,124
Ruby Princess,Napier,ON SCHEDULE,15/03/2020,07:00:00,15/03/2020,16:00:00,3034,1174
MS Noordam,Picton,CANCELLED,15/03/2020,09:00:00,15/03/2020,18:00:00,1972,820
Silver Muse,Picton,ON SCHEDULE,15/03/2020,08:00:00,15/03/2020,14:00:00,623,417
MS Noordam,Akaroa,CANCELLED,16/03/2020,08:00:00,16/03/2020,17:00:00,1972,820
Ovation Of The Seas,Auckland,CANCELLED,16/03/2020,08:00:00,16/03/2020,17:00:00,4180,1500
Azamara Journey,Fiordland,CANCELLED,16/03/2020,17:00:00,16/03/2020,20:00:00,684,407
Celebrity Solstice,Fiordland,ON SCHEDULE,16/03/2020,08:00:00,16/03/2020,18:00:00,2850,1250
MS Bremen,Tauranga,ON SCHEDULE,16/03/2020,01:00:00,16/03/2020,18:00:00,164,94
Ruby Princess,Tauranga,CANCELLED,16/03/2020,08:15:00,16/03/2020,19:30:00,3034,1174
Golden Princess,Wellington,CANCELLED,16/03/2020,07:00:00,16/03/2020,16:00:00,2636,1073
Le Lapérouse,Wellington,ON SCHEDULE,16/03/2020,08:30:00,16/03/2020,19:00:00,184,124
MS Bremen,Auckland,ON SCHEDULE,17/03/2020,23:00:00,18/03/2020,19:00:00,164,94
Ruby Princess,Auckland,CANCELLED,17/03/2020,07:00:00,17/03/2020,18:00:00,3034,1174
Silver Muse,Auckland,CANCELLED,17/03/2020,08:00:00,17/03/2020,18:30:00,623,417
Radiance Of The Seas,Fiordland,CANCELLED,17/03/2020,08:00:00,17/03/2020,17:00:00,2064,858
Golden Princess,Napier,CANCELLED,17/03/2020,07:00:00,17/03/2020,17:00:00,2636,1073
Le Lapérouse,Picton,CANCELLED,17/03/2020,07:00:00,17/03/2020,17:00:00,184,124
MS Noordam,Wellington,CANCELLED,17/03/2020,08:00:00,17/03/2020,17:00:00,1972,820
MV Artania,Auckland,CANCELLED,18/03/2020,07:00:00,18/03/2020,20:00:00,1200,520
Azamara Journey,Auckland,CREW ONLY,18/03/2020,,,,,
Ruby Princess,Bay Of Islands,CANCELLED,18/03/2020,07:00:00,18/03/2020,17:00:00,3034,1174
Radiance Of The Seas,Dunedin,CANCELLED,18/03/2020,08:00:00,18/03/2020,17:00:00,2064,858
Golden Princess,Tauranga,CANCELLED,18/03/2020,09:45:00,18/03/2020,16:30:00,2636,1073
Silver Muse,Tauranga,CANCELLED,18/03/2020,09:30:00,18/03/2020,17:00:00,623,417
Radiance Of The Seas,Akaroa,CANCELLED,19/03/2020,08:00:00,19/03/2020,17:00:00,2064,858
Golden Princess,Auckland,CANCELLED,19/03/2020,07:00:00,19/03/2020,14:00:00,2636,1073
MS Noordam,Auckland,CREW ONLY,19/03/2020,07:00:00,25/03/2020,17:00:00,1972,820
Silver Muse,Auckland,CREW ONLY,19/03/2020,,24/03/2020,,,
MV Artania,Bay Of Islands,CANCELLED,19/03/2020,07:00:00,19/03/2020,17:00:00,1200,520
MS Bremen,Bay Of Islands,CANCELLED,19/03/2020,07:00:00,19/03/2020,16:00:00,164,94
Queen Elizabeth,Wellington,CANCELLED,19/03/2020,,19/03/2020,,2092,1097
Le Lapérouse,Fiordland,CANCELLED,19/03/2020,13:00:00,20/03/2020,10:00:00,184,124
Silver Muse,Napier,CANCELLED,19/03/2020,13:00:00,19/03/2020,19:00:00,623,417
Silver Muse,Picton,CANCELLED,20/03/2020,12:30:00,20/03/2020,18:00:00,623,417
MV Artania,Tauranga,CANCELLED,20/03/2020,07:00:00,20/03/2020,18:00:00,1200,520
MS Noordam,Tauranga,CANCELLED,20/03/2020,07:30:00,20/03/2020,16:45:00,1972,820
Radiance Of The Seas,Wellington,CANCELLED,20/03/2020,08:00:00,20/03/2020,17:00:00,2064,858
MS Bremen,Auckland,CREW ONLY,21/03/2020,20:30:00,30/03/2020,17:00:00,,
Queen Elizabeth,Auckland,CANCELLED,21/03/2020,,21/03/2020,,2092,1097
Le Lapérouse,Dunedin,CANCELLED,21/03/2020,08:30:00,21/03/2020,16:30:00,184,124
Le Lapérouse,Auckland,CREW ONLY,21/03/2020,,24/03/2020,,,
Silver Muse,Lyttelton,CANCELLED,21/03/2020,07:30:00,21/03/2020,17:00:00,623,417
MS Noordam,Napier,CANCELLED,21/03/2020,12:00:00,21/03/2020,18:00:00,1972,820
Silver Muse,Dunedin,CANCELLED,22/03/2020,08:00:00,22/03/2020,23:00:00,623,417
Le Lapérouse,Fiordland,CANCELLED,22/03/2020,14:30:00,23/03/2020,12:00:00,184,124
Radiance Of The Seas,Tauranga,CANCELLED,22/03/2020,08:00:00,22/03/2020,17:00:00,2064,858
Queen Elizabeth,Tauranga,CANCELLED,22/03/2020,,22/03/2020,,2092,1097
MS Noordam,Wellington,CANCELLED,22/03/2020,10:00:00,22/03/2020,23:00:00,1972,820
Radiance Of The Seas,Auckland,CANCELLED,23/03/2020,08:00:00,23/03/2020,18:00:00,2064,858
Queen Elizabeth,Bay Of Islands,CANCELLED,23/03/2020,,23/03/2020,,2092,1097
Silver Muse,Bluff,CANCELLED,23/03/2020,08:00:00,23/03/2020,18:00:00,623,417
MS Noordam,Picton,CANCELLED,23/03/2020,08:00:00,23/03/2020,15:00:00,1972,820
